????4K超清,#genre#
太原新闻综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=ty1
阳泉新闻综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=yq1
长治新闻综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=cz1
晋城新闻综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=jc1
朔州新闻综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=sz1
晋中综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=jz1
运城新闻综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=yc1
忻州综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=xz1
临汾新闻综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=lf1
吕梁新闻综合,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=ll1
大同综合,https://5266.kstore.space/k-web/ku9/js/kuwyeqp.js?id=https://www.dtradio.com.cn/local/folder25
????江西频道,#genre#
江西都市,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx2
江西经济,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx3
江西农业,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx5
江西少儿,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx6
江西新闻,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx7
江西南昌,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=nanchang
江西九江,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jiujiang
江西景德镇,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jdz
江西萍乡,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=px
江西新余,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=xy
江西鹰潭,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=yt
江西宜春,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=yc
江西上饶,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=sr
江西抚州,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=fuzhou
江西吉安,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=ja
??芒果视频,#genre#
南岳电视台,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1817&t=湘西卫视出品
茶陵新闻综合,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1642&t=湘西卫视出品
韶山综合,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1760&t=湘西卫视出品
湘潭县电视台,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1102&t=湘西卫视出品
洪江综合,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=2510&t=湘西卫视出品
溆浦综合,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1916&t=湘西卫视出品
沅陵综合,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=4860&t=湘西卫视出品
云溪新闻综合,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1603&t=湘西卫视出品
资兴台,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=2329&t=湘西卫视出品
新田综合,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=3160&t=湘西卫视出品
桂阳县综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=7&t=湘西卫视出品
中方县综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=18&t=湘西卫视出品
芷江综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=20&t=湘西卫视出品
新晃电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=23&t=湘西卫视出品
耒阳电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=27&t=湘西卫视出品
汉寿综合频道,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=31&t=湘西卫视出品
靖州综合频道,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=34&t=湘西卫视出品
麻阳电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=38&t=湘西卫视出品
永兴电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=40&t=湘西卫视出品
双峰县电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=131&t=湘西卫视出品
花垣综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=134&t=湘西卫视出品
吉首综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=143&t=湘西卫视出品
古丈电视,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=144&t=湘西卫视出品
临武综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=148&t=湘西卫视出品
汝城电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=149&t=湘西卫视出品
桃源电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=157&t=湘西卫视出品
攸县电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=158&t=湘西卫视出品
沅江综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=163&t=湘西卫视出品
湘阴综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=165&t=湘西卫视出品
汨罗综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=166&t=湘西卫视出品
新化电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=170&t=湘西卫视出品
桂东融媒,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=174&t=湘西卫视出品
绥宁电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=182&t=湘西卫视出品
衡阳县电视台,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=183&t=湘西卫视出品
嘉禾新闻综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=184&t=湘西卫视出品
桑植新闻综合,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=185&t=湘西卫视出品
邵阳综合,https://5266.kstore.space/k-web/ku9/js/hunansy.js?id=xwzh&t=湘西卫视出品
邵阳公共,https://5266.kstore.space/k-web/ku9/js/hunansy.js?id=ggpd&t=湘西卫视出品
????河南频道,#genre#
河南卫视,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnws
河南都市,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnds
河南民生,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnms
河南法治,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hmfz
河南电视剧,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hndsj
河南新闻,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnxw
欢腾购物,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=htgw
河南公共,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hngg
河南乡村,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnxc
河南梨园,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnly
文物宝库,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=wwbk
武术世界,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=wspd
河南曲艺,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnqy
移动戏曲,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ydxj
象视界,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xsj
国学频道,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=gxpd
郑州新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zz1
开封新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=kf1
洛阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ly1
平顶山新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=pds1
安阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ay1
鹤壁新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hb1
新乡新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xx1
焦作新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=jz1
濮阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=py1
许昌新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xc1
漯河新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=lh1
三门峡新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=smx1
南阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ny1
商丘新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=sq1
信阳新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xy1
周口新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zk1
驻马店新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zmd1
济源新闻综合,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=jy1
????成都频道,#genre#
成都经济,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdjj
成都生活,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdsh
成都影视,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdys
成都公共,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdgg
成都少儿,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdse
成都榕城先锋,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdrc
???长城国际,#genre#,JS=https://www.pantxt.top/f/1xKFq/iptv.js
中天新闻,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=ztxw
民视无线台,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=mswx
华视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=hs
TVBS,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=tvbs
大爱电视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=datv
好消息2台,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=good2
昆仑剧场,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=kljc
长江剧场,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=cjjc
北美焦点新闻台,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=bmjdxw
北美美食播客,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=bmms
北美生活视频,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=bmsh
CCTV-4,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=cctv4
CCTV-5,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=cctv5
CCTV-6,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=cctv6
中国电影频道,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=zgdy
北京卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=bjws
东方卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=dfws
安徽卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=ahws
湖北卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=hubws
湖南卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=hunws
江苏卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=jsws
浙江卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=zjws
海峡卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=hxws
大湾区卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=dwqws
广西卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=gxws
云南卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=ynws
贵州卫视,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=gzws
东方财经,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=dfcj
金鹰卡通,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=jykt
凤凰中文,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=fhzw
凤凰资讯,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=fhzx
凤凰香港,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=fhxg
凤凰美洲,http://A/ku9/js/iptv.js?key=xianxiwsQQ群746405779&id=fhmz
????中华电信,#genre#
中天新闻,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cti_news
非凡新闻,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=unique_business_news
台视新闻,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ttv_news
民视新闻,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ftv_news
寰宇新闻,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=global_news
中视新闻,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ctv_news
TVBS新闻台,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=tvbs_news
东森新闻,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_news
东森财经,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_business
东森幼幼,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=yoyo_tv
美亚电影,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=matv
东森洋片,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_western
龙华洋片,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=lunghua_western
龙祥时代,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ls_time
纬来电影,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_movie
纬来体育,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_sports
纬来综合,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_ontv
纬来育乐,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_max
纬来戏剧,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_gtv
东森综合,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_metro
东森戏剧,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_drama
公视台湾台,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=pts2
龙华戏剧,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=lunghua_drama
龙华经典,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=longhua_classic
龙华偶像,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=longhua_idol
天映频道,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ctv
东森电影,http://154.219.125.7:8088/iptvtw.php?id=ettv_movie&key=xiangxiws2026
华云中文台,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=star-movies-chinese
EYE旅游台,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=eye-tv-travel
EYE戏剧台,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=eye-tv-drama
靖天卡通台,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=golden-cartoon
arirang,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=arirang
博斯运动1,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=sportcast-sport-1
博斯运动2,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=sportcast-sport-2
台湾MTV,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=mtv-live
三立国际,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=sanli-metro
三立都会,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=set-metro
AXN台湾,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=axn-taiwan
HBO,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=hbo
TVBS,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=tvbs
TVBS欢乐,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=tvbs-joy
HBO2,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=hbo-signature-taiwan
中天娱乐,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cti-entertaiment
中天综合,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cti-metro
好莱坞电影台,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=hollywood-movies
中天亚洲,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cti-asia
台视综合,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ttv-variety
民视,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ftv
华视,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cts
starplus-hd,http://154.219.125.7:8088/iptvtw.php?id=starplus-hd&from=indian&key=xiangxiws2026
celestial-movies,http://154.219.125.7:8088/iptvtw.php?id=celestial-movies&from=indonesia&key=xiangxiws2026
新加坡8频道,http://154.219.125.7:8088/iptvtw.php?id=channel-8-backup&from=singapore&key=xiangxiws2026
cna-backup1,http://154.219.125.7:8088/iptvtw.php?id=cna-backup1&from=singapore&key=xiangxiws2026
astro欢喜台,http://154.219.125.7:8088/iptvtw.php?id=astro-qj&from=malaysia&key=xiangxiws2026
astro爱奇艺,http://154.219.125.7:8088/iptvtw.php?id=iqiyi&from=malaysia&key=xiangxiws2026
Astro aec,http://154.219.125.7:8088/iptvtw.php?id=aec&from=malaysia&key=xiangxiws2026
Astro欢喜台,http://154.219.125.7:8088/iptvtw.php?id=hua-hee-tai&from=malaysia&key=xiangxiws2026
TVB星河国语,http://154.219.125.7:8088/iptvtw.php?id=xing-he&from=malaysia&key=xiangxiws2026
梦工厂动画台,http://154.219.125.7:8088/iptvtw.php?id=dreamworks&from=malaysia&key=xiangxiws2026
starmaa-movies,http://154.219.125.7:8088/iptvtw.php?id=starmaa-movies-hd&from=indian&key=xiangxiws2026
??轮播视频,#genre#
电影_星爷,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342412&token=xiangxiweishiIPTV
电影_英叔,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342421&token=xiangxiweishiIPTV
电影_发哥,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342387&token=xiangxiweishiIPTV
电影_成龙,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342386&token=xiangxiweishiIPTV
电影_王晶,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602058&token=xiangxiweishiIPTV
电影_沈腾,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11601968&token=xiangxiweishiIPTV
电影_黄渤,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352876&token=xiangxiweishiIPTV
电影_强森,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059581&token=xiangxiweishiIPTV
电影_漫威,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602034&token=xiangxiweishiIPTV
电影_宇宙,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342428&token=xiangxiweishiIPTV
电影_怪兽,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059577&token=xiangxiweishiIPTV
电影_武侠,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342427&token=xiangxiweishiIPTV
电影_警匪,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352886&token=xiangxiweishiIPTV
电影_罪犯,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352962&token=xiangxiweishiIPTV
电影_枪战,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059579&token=xiangxiweishiIPTV
电影_赛车,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11279247&token=xiangxiweishiIPTV
电影_推荐,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602041&token=xiangxiweishiIPTV
电影_热血,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352934&token=xiangxiweishiIPTV
电影_盗墓,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059552&token=xiangxiweishiIPTV
电影_贺岁,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11601971&token=xiangxiweishiIPTV
电影_玄幻,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342414&token=xiangxiweishiIPTV
电影_谍战,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059585&token=xiangxiweishiIPTV
电影_喜剧,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352877&token=xiangxiweishiIPTV
电影_港片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602043&token=xiangxiweishiIPTV
电影_国产,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352973&token=xiangxiweishiIPTV
电影_周星星,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11336587&token=xiangxiweishiIPTV
电影_李连杰,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342390&token=xiangxiweishiIPTV
电影_洪金宝,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11279251&token=xiangxiweishiIPTV
电影_梁家辉,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342429&token=xiangxiweishiIPTV
电影_许冠英,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11601972&token=xiangxiweishiIPTV
电影_刘德华,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342424&token=xiangxiweishiIPTV
电影_斯坦森,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059588&token=xiangxiweishiIPTV
电影_八点档,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=880261&token=xiangxiweishiIPTV
电影_贺岁片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11601986&token=xiangxiweishiIPTV
电影_功夫片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352941&token=xiangxiweishiIPTV
电影_黑帮片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11336719&token=xiangxiweishiIPTV
电影_丧尸片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059578&token=xiangxiweishiIPTV
电影_灾难片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602075&token=xiangxiweishiIPTV
电影_谍战片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059587&token=xiangxiweishiIPTV
电影_战争片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059574&token=xiangxiweishiIPTV
电影_犯罪片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352974&token=xiangxiweishiIPTV
电影_古装片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11336590&token=xiangxiweishiIPTV
电影_高分动作,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352884&token=xiangxiweishiIPTV
电影_动作电影,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602077&token=xiangxiweishiIPTV
电影_搞笑喜剧,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342423&token=xiangxiweishiIPTV
电影_喜剧专场,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602044&token=xiangxiweishiIPTV
电影_欢笑影院,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352894&token=xiangxiweishiIPTV
电影_不挤影院,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352897&token=xiangxiweishiIPTV
电影_国产悬疑,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342395&token=xiangxiweishiIPTV
电影_快意江湖,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342435&token=xiangxiweishiIPTV
电影_黑帮斗争,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342419&token=xiangxiweishiIPTV
电影_古墓系列,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352913&token=xiangxiweishiIPTV
电影_嫣然影厅,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11601977&token=xiangxiweishiIPTV
电影_女神系列,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11336571&token=xiangxiweishiIPTV
电影_经典女神,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352909&token=xiangxiweishiIPTV
电影_许氏三杰,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602033&token=xiangxiweishiIPTV
电影_经典港片,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352965&token=xiangxiweishiIPTV
电影_镖行天下,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352969&token=xiangxiweishiIPTV
电影_喜乐影院,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059580&token=xiangxiweishiIPTV
电影_蘑菇影厅,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11601981&token=xiangxiweishiIPTV
电影_搞笑恐怖,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11601960&token=xiangxiweishiIPTV
电影_死神来了,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352903&token=xiangxiweishiIPTV
电影_怪兽系列,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059554&token=xiangxiweishiIPTV
搞笑_陈翔六点半,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11274154&token=xiangxiweishiIPTV
强森,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059581&token=xiangxiweishiIPTV
斯坦森,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=21059588&token=xiangxiweishiIPTV
史泰龙,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=23864973&token=xiangxiweishiIPTV
成龙,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342386&token=xiangxiweishiIPTV
黄渤,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11352876&token=xiangxiweishiIPTV
沈腾,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11601968&token=xiangxiweishiIPTV
王晶,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11602058&token=xiangxiweishiIPTV
周星驰,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11336587&token=xiangxiweishiIPTV
李连杰,https://5266.kstore.space/k-web/ku9/js/ptlunb.js?hy=11342390&token=xiangxiweishiIPTV
